head	relation	tail 
8183	has_genre	Drama
8183	has_rating	null
8183	has_director	Lionel Barrymore
8188	has_genre	Drama
8188	has_genre	Romance
8188	has_genre	War
8188	has_rating	5.9
8188	has_director	Cecil B. DeMille
8188	has_director	Joseph Levering
8189	has_genre	Drama
8189	has_rating	null
8189	has_director	Harley Knoles
8190	has_genre	Drama
8190	has_rating	null
8190	has_director	Alfred E. Green
8191	has_genre	Drama
8191	has_rating	null
8191	has_director	Harry F. Millarde
8195	has_genre	Family
8195	has_genre	Adventure
8195	has_rating	4.0
8195	has_director	Elsie Jane Wilson
8196	has_genre	Drama
8196	has_rating	5.8
8196	has_director	Marshall Neilan
8197	has_genre	Drama
8197	has_rating	5.8
8197	has_director	Marshall Neilan
8199	has_genre	Drama
8199	has_rating	null
8199	has_director	Rex Ingram
8207	has_genre	Comedy
8207	has_genre	Short
8207	has_rating	5.3
8207	has_director	Hal Roach
8225	has_genre	Drama
8225	has_rating	null
8225	has_director	Tefft Johnson
8228	has_genre	Comedy
8228	has_genre	Short
8228	has_rating	null
8228	has_director	Hal Roach
8232	has_genre	n
8232	has_genre	u
8232	has_genre	l
8232	has_genre	l
8232	has_rating	6.1
8232	has_director	Alexander Antalffy
8235	has_genre	n
8235	has_genre	u
8235	has_genre	l
8235	has_genre	l
8235	has_rating	null
8235	has_director	Vincenzo Denizot
8235	has_director	Giovanni Pastrone
8236	has_genre	n
8236	has_genre	u
8236	has_genre	l
8236	has_genre	l
8236	has_rating	null
8236	has_director	Vincenzo Denizot
8238	has_genre	Comedy
8238	has_rating	null
8238	has_director	Santiago Sierra
8239	has_genre	Drama
8239	has_rating	null
8239	has_director	Léonce Perret
8241	has_genre	Drama
8241	has_genre	History
8241	has_rating	6.2
8241	has_director	J. Gordon Edwards
8253	has_genre	Action
8253	has_genre	Comedy
8253	has_genre	Romance
8253	has_genre	Western
8253	has_rating	6.9
8253	has_director	Joseph Henabery
8254	has_genre	Crime
8254	has_genre	Drama
8254	has_rating	null
8254	has_director	Elmer Clifton
8261	has_genre	n
8261	has_genre	u
8261	has_genre	l
8261	has_genre	l
8261	has_rating	null
8261	has_director	Herbert Blaché
8261	has_director	Alice Guy
8264	has_genre	n
8264	has_genre	u
8264	has_genre	l
8264	has_genre	l
8264	has_rating	null
8264	has_director	n
8264	has_director	u
8264	has_director	l
8264	has_director	l
8266	has_genre	Adventure
8266	has_rating	6.0
8266	has_director	Oscar Apfel
8268	has_genre	n
8268	has_genre	u
8268	has_genre	l
8268	has_genre	l
8268	has_rating	null
8268	has_director	Godofredo Mateldi
8270	has_genre	n
8270	has_genre	u
8270	has_genre	l
8270	has_genre	l
8270	has_rating	null
8270	has_director	André Hugon
8275	has_genre	Drama
8275	has_rating	null
8275	has_director	Frank Powell
8290	has_genre	Drama
8290	has_genre	Crime
8290	has_rating	null
8290	has_director	Elmer Clifton
8293	has_genre	Drama
8293	has_rating	null
8293	has_director	Victor Schertzinger
8302	has_genre	Drama
8302	has_rating	null
8302	has_director	William Parke
8327	has_genre	n
8327	has_genre	u
8327	has_genre	l
8327	has_genre	l
8327	has_rating	null
8327	has_director	Will S. Davis
8331	has_genre	Comedy
8331	has_genre	Short
8331	has_rating	4.7
8331	has_director	Billy Gilbert
8331	has_director	Gilbert Pratt
8335	has_genre	Comedy
8335	has_genre	Drama
8335	has_rating	null
8335	has_director	Donald Crisp
8336	has_genre	Drama
8336	has_rating	null
8336	has_director	Domingo Mezzi
8337	has_genre	Animation
8337	has_genre	Comedy
8337	has_genre	Short
8337	has_rating	null
8337	has_director	Gregory La Cava
8338	has_genre	Comedy
8338	has_genre	Short
8338	has_rating	4.6
8338	has_director	Ben Turpin
8338	has_director	Robin Williamson
8340	has_genre	Drama
8340	has_rating	null
8340	has_director	Lynn Reynolds
8341	has_genre	Short
8341	has_genre	Biography
8341	has_rating	null
8341	has_director	n
8341	has_director	u
8341	has_director	l
8341	has_director	l
8360	has_genre	Drama
8360	has_rating	null
8360	has_director	Yevgeny Bauer
8361	has_genre	Action
8361	has_genre	Adventure
8361	has_genre	Drama
8361	has_genre	Western
8361	has_rating	4.9
8361	has_director	George Melford
8361	has_director	Cecil B. DeMille
8362	has_genre	Western
8362	has_rating	7.0
8362	has_director	William S. Hart
8362	has_director	Lambert Hillyer
8363	has_genre	Drama
8363	has_rating	null
8363	has_director	Charles H. France
8364	has_genre	Drama
8364	has_genre	Romance
8364	has_rating	null
8364	has_director	Cecil M. Hepworth
8366	has_genre	Drama
8366	has_genre	Romance
8366	has_rating	null
8366	has_director	William Bertram
8368	has_genre	Drama
8368	has_rating	null
8368	has_director	Kenean Buel
8369	has_genre	Drama
8369	has_rating	null
8369	has_director	Lloyd Ingraham
8370	has_genre	Drama
8370	has_rating	null
8370	has_director	Richard Stanton
8370	has_director	William Desmond Taylor
8371	has_genre	Adventure
8371	has_rating	6.7
8371	has_director	Louis Feuillade
8372	has_genre	Comedy
8372	has_genre	Short
8372	has_rating	6.6
8372	has_director	Robin Williamson
8373	has_genre	Comedy
8373	has_genre	Short
8373	has_rating	null
8373	has_director	William Beaudine
8375	has_genre	n
8375	has_genre	u
8375	has_genre	l
8375	has_genre	l
8375	has_rating	null
8375	has_director	Antonio Furno
8376	has_genre	Drama
8376	has_genre	Romance
8376	has_rating	null
8376	has_director	Manuel de la Bandera
8378	has_genre	Short
8378	has_genre	Comedy
8378	has_rating	null
8378	has_director	n
8378	has_director	u
8378	has_director	l
8378	has_director	l
8379	has_genre	Drama
8379	has_rating	null
8379	has_director	Lloyd Ingraham
8380	has_genre	Romance
8380	has_genre	Short
8380	has_rating	null
8380	has_director	William V. Mong
8382	has_genre	n
8382	has_genre	u
8382	has_genre	l
8382	has_genre	l
8382	has_rating	null
8382	has_director	Robert Z. Leonard
8383	has_genre	Drama
8383	has_rating	null
8383	has_director	James Young
8385	has_genre	Documentary
8385	has_rating	null
8385	has_director	Edward A. Salisbury
8387	has_genre	Adventure
8387	has_genre	Romance
8387	has_rating	1.1
8387	has_director	Edwin L. Hollywood
8387	has_director	Paul McAllister
8391	has_genre	Drama
8391	has_rating	null
8391	has_director	Christy Cabanne
8402	has_genre	Adventure
8402	has_genre	War
8402	has_rating	5.0
8402	has_director	Walter Edwards
8405	has_genre	Drama
8405	has_rating	null
8405	has_director	O.A.C. Lund
8410	has_genre	Drama
8410	has_rating	null
8410	has_director	Gilbert P. Hamilton
8424	has_genre	n
8424	has_genre	u
8424	has_genre	l
8424	has_genre	l
8424	has_rating	null
8424	has_director	Godofredo Mateldi
8425	has_genre	Drama
8425	has_rating	null
8425	has_director	Charles Brabin
8426	has_genre	Comedy
8426	has_genre	Short
8426	has_rating	7.8
8426	has_director	Sidney Drew
8427	has_genre	Comedy
8427	has_genre	Drama
8427	has_rating	null
8427	has_director	Ferris Hartman
8446	has_genre	Short
8446	has_rating	null
8446	has_director	Charles Burguet
8446	has_director	Georges Monca
8447	has_genre	Comedy
8447	has_rating	null
8447	has_director	Emídio Ribeiro Pratas
8450	has_genre	Drama
8450	has_rating	null
8450	has_director	Charles Giblyn
8451	has_genre	Drama
8451	has_rating	null
8451	has_director	Oscar Apfel
8454	has_genre	Drama
8454	has_rating	null
8454	has_director	Phillips Smalley
8454	has_director	Lois Weber
8456	has_genre	Drama
8456	has_rating	null
8456	has_director	Edward Sloman
8458	has_genre	Drama
8458	has_genre	Romance
8458	has_rating	6.5
8458	has_director	Maurice Tourneur
8459	has_genre	Western
8459	has_rating	null
8459	has_director	Bertram Bracken
8461	has_genre	Drama
8461	has_rating	null
8461	has_director	Robert Z. Leonard
8462	has_genre	Drama
8462	has_rating	null
8462	has_director	Charles Miller
8463	has_genre	Comedy
8463	has_genre	Drama
8463	has_rating	null
8463	has_director	Ashley Miller
8464	has_genre	Drama
8464	has_genre	History
8464	has_rating	null
8464	has_director	Alfred E. Green
8465	has_genre	Drama
8465	has_rating	null
8465	has_director	Charles Miller
8477	has_genre	Short
8477	has_genre	Drama
8477	has_rating	null
8477	has_director	Al Ernest Garcia
8481	has_genre	Animation
8481	has_genre	Comedy
8481	has_genre	Short
8481	has_rating	null
8481	has_director	F.M. Follett
8481	has_director	Johnny Gruelle
8482	has_genre	Animation
8482	has_genre	Comedy
8482	has_genre	Short
8482	has_rating	null
8482	has_director	F.M. Follett
8482	has_director	Johnny Gruelle
8484	has_genre	Animation
8484	has_genre	Comedy
8484	has_genre	Short
8484	has_rating	null
8484	has_director	F.M. Follett
8484	has_director	Johnny Gruelle
8487	has_genre	Short
8487	has_genre	Drama
8487	has_rating	null
8487	has_director	Richard Oswald
8491	has_genre	Adventure
8491	has_genre	Action
8491	has_rating	5.1
8491	has_director	Helen Holmes
8491	has_director	Paul Hurst
8491	has_director	J.P. McGowan
8492	has_genre	Drama
8492	has_rating	null
8492	has_director	Rollin S. Sturgeon
8493	has_genre	Comedy
8493	has_genre	Short
8493	has_rating	4.7
8493	has_director	Billy Gilbert
8494	has_genre	Drama
8494	has_rating	null
8494	has_director	Ralph Dean
8495	has_genre	Western
8495	has_rating	null
8495	has_director	W.S. Van Dyke
8500	has_genre	Comedy
8500	has_genre	Short
8500	has_rating	6.1
8500	has_director	Roscoe 'Fatty' Arbuckle
8501	has_genre	Drama
8501	has_rating	null
8501	has_director	George Fitzmaurice
8502	has_genre	Action
8502	has_genre	Adventure
8502	has_rating	1.8
8502	has_director	Jacques Jaccard
8506	has_genre	Comedy
8506	has_genre	Short
8506	has_rating	null
8506	has_director	n
8506	has_director	u
8506	has_director	l
8506	has_director	l
8507	has_genre	Drama
8507	has_rating	null
8507	has_director	Thomas R. Mills
8511	has_genre	Animation
8511	has_genre	Short
8511	has_rating	null
8511	has_director	Bud Fisher
8512	has_genre	Drama
8512	has_rating	null
8512	has_director	Rex Ingram
8518	has_genre	Short
8518	has_genre	Comedy
8518	has_genre	Western
8518	has_rating	null
8518	has_director	Tom Mix
8521	has_genre	Drama
8521	has_rating	5.0
8521	has_director	J. Gordon Edwards
8526	has_genre	Drama
8526	has_genre	Romance
8526	has_rating	8.6
8526	has_director	George W. Lederer
8528	has_genre	Short
8528	has_rating	9.1
8528	has_director	Alfréd Deésy
8529	has_genre	Drama
8529	has_genre	War
8529	has_rating	null
8529	has_director	Frank Reicher
8530	has_genre	Short
8530	has_genre	Western
8530	has_rating	null
8530	has_director	E.A. Martin
8530	has_director	Tom Mix
8531	has_genre	Comedy
8531	has_genre	Short
8531	has_rating	null
8531	has_director	Mrs. Sidney Drew
8531	has_director	Sidney Drew
8532	has_genre	Drama
8532	has_rating	null
8532	has_director	Arthur Berthelet
8533	has_genre	Crime
8533	has_genre	Drama
8533	has_rating	null
8533	has_director	Raymond Wells
8534	has_genre	n
8534	has_genre	u
8534	has_genre	l
8534	has_genre	l
8534	has_rating	null
8534	has_director	Juan Solá Mestres
8535	has_genre	Drama
8535	has_genre	Romance
8535	has_rating	6.6
8535	has_director	Hugh Ford
8542	has_genre	Drama
8542	has_genre	Crime
8542	has_rating	null
8542	has_director	Charles Swickard
8571	has_genre	Western
8571	has_rating	6.6
8571	has_director	William S. Hart
8574	has_genre	n
8574	has_genre	u
8574	has_genre	l
8574	has_genre	l
8574	has_rating	null
8574	has_director	Vsevolod Meyerhold
8575	has_genre	Short
8575	has_rating	null
8575	has_director	Konrad Tallroth
8577	has_genre	n
8577	has_genre	u
8577	has_genre	l
8577	has_genre	l
8577	has_rating	null
8577	has_director	Ivan Abramson
8578	has_genre	Western
8578	has_rating	null
8578	has_director	Roland West
8580	has_genre	Drama
8580	has_rating	null
8580	has_director	James Vincent
8581	has_genre	Short
8581	has_genre	Comedy
8581	has_genre	Western
8581	has_rating	null
8581	has_director	Tom Mix
8582	has_genre	Short
8582	has_genre	Western
8582	has_rating	null
8582	has_director	Fred Kelsey
8587	has_genre	Comedy
8587	has_rating	null
8587	has_director	Harry Beaumont
8588	has_genre	Short
8588	has_rating	null
8588	has_director	Konrad Tallroth
8591	has_genre	Drama
8591	has_rating	null
8591	has_director	William Nigh
8593	has_genre	Drama
8593	has_rating	null
8593	has_director	John G. Adolfi
8596	has_genre	Drama
8596	has_rating	null
8596	has_director	Harley Knoles
8600	has_genre	Drama
8600	has_rating	null
8600	has_director	Sherwood MacDonald
8601	has_genre	n
8601	has_genre	u
8601	has_genre	l
8601	has_genre	l
8601	has_rating	null
8601	has_director	Ricardo de Baños
8604	has_genre	Drama
8604	has_rating	null
8604	has_director	Harry Davenport
8605	has_genre	Short
8605	has_genre	Western
8605	has_rating	4.6
8605	has_director	John Ford
8607	has_genre	Drama
8607	has_rating	null
8607	has_director	Harley Knoles
8609	has_genre	Drama
8609	has_rating	null
8609	has_director	Henry King
8610	has_genre	Drama
8610	has_rating	null
8610	has_director	Lynn Reynolds
8611	has_genre	Drama
8611	has_rating	null
8611	has_director	Henry King
8614	has_genre	Comedy
8614	has_genre	Short
8614	has_rating	7.9
8614	has_director	n
8614	has_director	u
8614	has_director	l
8614	has_director	l
8617	has_genre	n
8617	has_genre	u
8617	has_genre	l
8617	has_genre	l
8617	has_rating	null
8617	has_director	Alwin Neuß
8620	has_genre	Short
8620	has_genre	Comedy
8620	has_rating	5.0
8620	has_director	Louis Myll
8622	has_genre	Drama
8622	has_rating	null
8622	has_director	Laurence Trimble
8623	has_genre	Western
8623	has_rating	7.2
8623	has_director	William S. Hart
8626	has_genre	Romance
8626	has_genre	Western
8626	has_rating	null
8626	has_director	Edward LeSaint
8632	has_genre	Comedy
8632	has_genre	Short
8632	has_rating	null
8632	has_director	Hal Roach
8633	has_genre	Comedy
8633	has_genre	Mystery
8633	has_rating	null
8633	has_director	Elmer Clifton
8636	has_genre	Comedy
8636	has_genre	Short
8636	has_rating	4.6
8636	has_director	Robin Williamson
8638	has_genre	Adventure
8638	has_rating	3.3
8638	has_director	Winthrop Kelley
8640	has_genre	Western
8640	has_rating	null
8640	has_director	William Wolbert
8641	has_genre	Comedy
8641	has_genre	Drama
8641	has_rating	null
8641	has_director	Sherwood MacDonald
8643	has_genre	n
8643	has_genre	u
8643	has_genre	l
8643	has_genre	l
8643	has_rating	null
8643	has_director	n
8643	has_director	u
8643	has_director	l
8643	has_director	l
8644	has_genre	Drama
8644	has_rating	null
8644	has_director	Henry King
8645	has_genre	Drama
8645	has_rating	null
8645	has_director	Edwin Stevens
8650	has_genre	n
8650	has_genre	u
8650	has_genre	l
8650	has_genre	l
